070300460023601500000904038600007005005039002090050100056000010704008009982100700,879325461423681597561974238638217945145839672297456183356792814714568329982143756
020409003780000005000768400000040052030005080067020190250010700809300010106000200,621459873784231965395768421918647352432195687567823194253916748849372516176584239
006001080850600300901024570100000700324000018000090024000017000095308000407050002,746531289852679341931824576169482753324765918578193624683217495295348167417956832
500090200008001057640000080400610320003500906090007001000085700010300004829074030,571498263938261457642753189457619328183542976296837541364985712715326894829174635
500000012004100003900046008000300094040589300103020600000002007058790020067813500,576938412824175963931246758785361294642589371193427685419652837358794126267813549
001000003700802904080090650030008040600429070000050108053010400020000037040065020,291546783765832914384791652539178246618429375472653198853217469126984537947365821
008000003004026870710040025036095040500203000890000500000061700900087006605900100,268759413354126879719348625136895247547213968892674531483561792921487356675932184
008001230500708001930040000300004500160000802094180600000060954600000008052403007,478951236526738491931246785387624519165379842294185673713862954649517328852493167
070904260302570000000200510098302100004010000200000658087000090005746020100030040,571984263362571489849263517698352174754618932213497658487125396935746821126839745
050109000090030205032400870700000040401200006000080301008001060500670003210050090,857129634694837215132465879723516948481293756965784321378941562549672183216358497
041036080000000005307482009000913048004700502700000060400001000003807120502090006,941536287826179435357482619265913748134768592789245361478621953693857124512394876
000000000008429060670150090010070356203000400054008009300900015020010070005067203,941786532538429761672153894819274356263591487754638129387942615426315978195867243
004501009190020000680700204009000640000385000820006730000000070040090156310807002,274561389193428567685739214539172648467385921821946735952614873748293156316857492
001036094002080015000507800006000500500002043437800600080604009073001000009000276,851236794762489315394517862926143587518762943437895621285674139673921458149358276
903602000800400027010050400501060000200004619090007083300985004006013078000000200,943672851865491327712358496531869742278534619694127583327985164456213978189746235
003050900000700850609008047004002000960031008028900705000000010716405002000023609,873254961241769853659318247534872196967531428128946735392687514716495382485123679
900000400500219000023080070004700298001000003090300004052007060070004980030162500,918673425547219836623485179364751298281946753795328614452897361176534982839162547
000018300000540090587000006304005780006800010800390200090023450050006007701000000,249618375163547892587932146314265789926874513875391264698723451452186937731459628
009001038305670200010900004700004010020800005500390480006080103000056020490000700,679241538345678291812935674783564912924817365561392487256789143137456829498123756
